PERSON_ID,DISPLAY_FIRST_LAST,name,url,bbref_id
77178,Charles Jones,Charles Jones,https://www.basketball-reference.com/players/j/jonesch02.html,jonesch02
90000,Mark Jones,Mark Jones,https://www.basketball-reference.com/players/j/jonesma02.html,jonesma02
77268,George King,George King,https://www.basketball-reference.com/players/k/kingge01.html,kingge01
1628994,George King,George King,https://www.basketball-reference.com/players/k/kingge03.html,kingge03
77380,Freddie Lewis,Freddie Lewis,https://www.basketball-reference.com/players/l/lewisfr02.html,lewisfr02
77818,Jim Paxson,Jim Paxson,https://www.basketball-reference.com/players/p/paxsoji01.html,paxsoji01
77819,Jim Paxson,Jim Paxson,https://www.basketball-reference.com/players/p/paxsoji02.html,paxsoji02
78048,Walker Russell,Walker Russell,https://www.basketball-reference.com/players/r/russewa01.html,russewa01
201041,Walker Russell,Walker Russell,https://www.basketball-reference.com/players/r/russewa02.html,russewa02
293,Charles Smith,Charles Smith,https://www.basketball-reference.com/players/s/smithch01.html,smithch01
1520,Charles Smith,Charles Smith,https://www.basketball-reference.com/players/s/smithch04.html,smithch04
78179,Charles Smith,Charles Smith,https://www.basketball-reference.com/players/s/smithch02.html,smithch02
1814,Chris Smith,Chris Smith,https://www.basketball-reference.com/players/s/smithch03.html,smithch03
203147,Chris Smith,Chris Smith,https://www.basketball-reference.com/players/s/smithch05.html,smithch05
78184,Don Smith,Don Smith,https://www.basketball-reference.com/players/s/smithdo02.html,smithdo02
78190,Greg Smith,Greg Smith,https://www.basketball-reference.com/players/s/smithgr01.html,smithgr01
202962,Greg Smith,Greg Smith,https://www.basketball-reference.com/players/s/smithgr02.html,smithgr02
63,Michael Smith,Michael Smith,https://www.basketball-reference.com/players/s/smithmi02.html,smithmi02
78197,Michael Smith,Michael Smith,https://www.basketball-reference.com/players/s/smithmi01.html,smithmi01
78299,Jeff Taylor,Jeff Taylor,https://www.basketball-reference.com/players/t/tayloje01.html,tayloje01
78380,Jack Turner,Jack Turner,https://www.basketball-reference.com/players/t/turneja01.html,turneja01
78382,Jack Turner,Jack Turner,https://www.basketball-reference.com/players/t/turneja02.html,turneja02
710,David Vaughn,David Vaughn,https://www.basketball-reference.com/players/v/vaughda02.html,vaughda02
1585,Brandon Williams,Brandon Williams,https://www.basketball-reference.com/players/w/willibr01.html,willibr01
1630314,Brandon Williams,Brandon Williams,https://www.basketball-reference.com/players/w/willibr03.html,willibr03
200766,Marcus Williams,Marcus Williams,https://www.basketball-reference.com/players/w/willima03.html,willima03
201173,Marcus Williams,Marcus Williams,https://www.basketball-reference.com/players/w/willima04.html,willima04
199,Reggie Williams,Reggie Williams,https://www.basketball-reference.com/players/w/willire01.html,willire01
202130,Reggie Williams,Reggie Williams,https://www.basketball-reference.com/players/w/willire02.html,willire02
78568,Sam Williams,Sam Williams,https://www.basketball-reference.com/players/w/willisa01.html,willisa01
78585,Bobby Wilson,Bobby Wilson,https://www.basketball-reference.com/players/w/wilsobo03.html,wilsobo03
202874,Chris Wright,Chris Wright,https://www.basketball-reference.com/players/w/wrighch01.html,wrighch01
203203,Chris Wright,Chris Wright,https://www.basketball-reference.com/players/w/wrighch02.html,wrighch02
1538,Cedric Henderson,Cedric Henderson,https://www.basketball-reference.com/players/h/hendece02.html,hendece02
77193,Bobby Jones,Bobby Jones,https://www.basketball-reference.com/players/j/jonesbo01.html,jonesbo01
2891,Mark Jones,Mark Jones,https://www.basketball-reference.com/players/j/jonesma03.html,jonesma03
203518,Alex Abrines,Álex Abrines,https://www.basketball-reference.com/players/a/abrinal01.html,abrinal01
